"Var1"	"Var2"	"weight"
"210"	"ph_5001"	"AACY020481938"	0.848527651002633
"211"	"ph_5010"	"AACY020481938"	0.857007592833528
"212"	"ph_5286"	"AACY020481938"	0.858498949163532
"213"	"ph_5287"	"AACY020481938"	0.868239130505923
"214"	"ph_5302"	"AACY020481938"	0.846013340720377
"215"	"ph_5321"	"AACY020481938"	0.812358332543886
"216"	"ph_5617"	"AACY020481938"	0.922234942419156
"217"	"ph_5643"	"AACY020481938"	0.826880295759434
"218"	"ph_5668"	"AACY020481938"	0.882369568584757
"219"	"ph_6025"	"AACY020481938"	0.922727514907072
"220"	"ph_6441"	"AACY020481938"	0.845223635845644
"221"	"ph_646"	"AACY020481938"	0.893863905126836
"222"	"ph_654"	"AACY020481938"	0.877930199184277
"223"	"ph_6954"	"AACY020481938"	0.832400830111975
"224"	"ph_7389"	"AACY020481938"	0.836034627132389
"225"	"ph_7920"	"AACY020481938"	0.819233927392288
"226"	"ph_8002"	"AACY020481938"	0.833035317451122
"227"	"ph_8039"	"AACY020481938"	0.815350396022089
"228"	"ph_8537"	"AACY020481938"	0.855799209309684
"229"	"ph_8695"	"AACY020481938"	0.818391543574855
"230"	"ph_1438"	"AACY020487638"	0.849026979732178
"231"	"ph_2877"	"AACY020487638"	0.824921766767276
"232"	"ph_6780"	"AACY020487638"	0.803206811517742
"233"	"ph_1077"	"AACY020549891"	0.952248242675152
"234"	"ph_1080"	"AACY020549891"	0.818889520025081
"235"	"ph_1237"	"AACY020549891"	0.882508577780236
"236"	"ph_1374"	"AACY020549891"	0.882538609468771
"237"	"ph_1561"	"AACY020549891"	0.95577072445099
"238"	"ph_1619"	"AACY020549891"	0.863916156562219
"239"	"ph_1779"	"AACY020549891"	0.802389823012455
"240"	"ph_1908"	"AACY020549891"	0.917292741171124
"241"	"ph_2105"	"AACY020549891"	0.893640664232776
"242"	"ph_2253"	"AACY020549891"	0.895809676027004
"243"	"ph_2254"	"AACY020549891"	0.875289414570414
"244"	"ph_2350"	"AACY020549891"	0.890903084187696
"245"	"ph_2626"	"AACY020549891"	0.934944306031305
"246"	"ph_2739"	"AACY020549891"	0.851902072742132
"247"	"ph_2911"	"AACY020549891"	0.908624744814533
"248"	"ph_2917"	"AACY020549891"	0.888804847472873
"249"	"ph_2919"	"AACY020549891"	0.965957674919911
"250"	"ph_2921"	"AACY020549891"	0.887869417290848
"251"	"ph_3066"	"AACY020549891"	0.935293335250383
"252"	"ph_3067"	"AACY020549891"	0.834184873217272
"253"	"ph_3070"	"AACY020549891"	0.879834367173305
"254"	"ph_318"	"AACY020549891"	0.942075067150091
"255"	"ph_3369"	"AACY020549891"	0.913476695998694
"256"	"ph_3530"	"AACY020549891"	0.827333165332938
"257"	"ph_3531"	"AACY020549891"	0.801983866227044
"258"	"ph_3534"	"AACY020549891"	0.82200906306129
"259"	"ph_4165"	"AACY020549891"	0.883270154598363
"260"	"ph_4379"	"AACY020549891"	0.935182796956481
"261"	"ph_4380"	"AACY020549891"	0.906227670816942
"262"	"ph_4381"	"AACY020549891"	0.822467843164874
"263"	"ph_4384"	"AACY020549891"	0.945897240241604
"264"	"ph_4386"	"AACY020549891"	0.9024363836218
"265"	"ph_4393"	"AACY020549891"	0.931938346968348
"266"	"ph_4946"	"AACY020549891"	0.891313719338511
"267"	"ph_509"	"AACY020549891"	0.938087560030437
"268"	"ph_5265"	"AACY020549891"	0.952921204947904
"269"	"ph_5625"	"AACY020549891"	0.882243642627536
"270"	"ph_5631"	"AACY020549891"	0.840905990197691
"271"	"ph_5642"	"AACY020549891"	0.848080091761267
"272"	"ph_5952"	"AACY020549891"	0.808809831598934
"273"	"ph_6011"	"AACY020549891"	0.944332551676803
"274"	"ph_6439"	"AACY020549891"	0.866656624389488
"275"	"ph_655"	"AACY020549891"	0.800467630644074
"276"	"ph_6800"	"AACY020549891"	0.81904245786866
"277"	"ph_6874"	"AACY020549891"	0.979187315951166
"278"	"ph_7371"	"AACY020549891"	0.83775927367942
"279"	"ph_9222"	"AACY020549891"	0.955724222065207
"280"	"ph_9245"	"AACY020549891"	0.812360460081549
"281"	"ph_9998"	"AACY020549891"	0.912428158941207
"282"	"ph_10744"	"AACY020555729"	0.848003733107297
"283"	"ph_10747"	"AACY020555729"	0.824061558766524
"284"	"ph_11724"	"AACY020555729"	0.821585312662638
"285"	"ph_11730"	"AACY020555729"	0.823723486430821
"286"	"ph_11846"	"AACY020555729"	0.869018349115022
"287"	"ph_12858"	"AACY020555729"	0.821716384370334
"288"	"ph_14208"	"AACY020555729"	0.824062464231954
"289"	"ph_14213"	"AACY020555729"	0.820995266018386
"290"	"ph_15651"	"AACY020555729"	0.819343197566727
"291"	"ph_15668"	"AACY020555729"	0.823739411964504
"292"	"ph_15681"	"AACY020555729"	0.822688338724863
"293"	"ph_17327"	"AACY020555729"	0.82321186422424
"294"	"ph_17340"	"AACY020555729"	0.826354609269211
"295"	"ph_17518"	"AACY020555729"	0.823016651801106
"296"	"ph_1880"	"AACY020555729"	0.876710363580218
"297"	"ph_2036"	"AACY020555729"	0.811161489457214
"298"	"ph_21378"	"AACY020555729"	0.820430540701457
"299"	"ph_2534"	"AACY020555729"	0.852700996865637
"300"	"ph_2612"	"AACY020555729"	0.834683845970966
"301"	"ph_2730"	"AACY020555729"	0.820968719017296
"302"	"ph_2878"	"AACY020555729"	0.887466239166585
"303"	"ph_3158"	"AACY020555729"	0.804046369872439
"304"	"ph_3318"	"AACY020555729"	0.837392419802903
"305"	"ph_3662"	"AACY020555729"	0.824089743675207
"306"	"ph_3866"	"AACY020555729"	0.823195592831197
"307"	"ph_4091"	"AACY020555729"	0.818259420716718
"308"	"ph_4314"	"AACY020555729"	0.833444085104334
"309"	"ph_4430"	"AACY020555729"	0.846877852068802
"310"	"ph_4745"	"AACY020555729"	0.883805139549865
"311"	"ph_4867"	"AACY020555729"	0.827877028490037
"312"	"ph_4869"	"AACY020555729"	0.893940881629
"313"	"ph_5921"	"AACY020555729"	0.805915536580867
"314"	"ph_5924"	"AACY020555729"	0.868289927830461
"315"	"ph_7792"	"AACY020555729"	0.820877614841675
"316"	"ph_8407"	"AACY020555729"	0.820464521154198
"317"	"ph_8419"	"AACY020555729"	0.810485667257224
"318"	"ph_9105"	"AACY020555729"	0.819901947201465
"319"	"ph_9110"	"AACY020555729"	0.926558299367297
"320"	"ph_9113"	"AACY020555729"	0.824006811061354
"321"	"ph_9879"	"AACY020555729"	0.828347046221255
"322"	"ph_9889"	"AACY020555729"	0.814443995416938
"323"	"ph_1046"	"AACY020562322"	0.86655396942829
"324"	"ph_10467"	"AACY020562322"	0.952087416737238
"325"	"ph_1128"	"AACY020562322"	0.956306580249384
"326"	"ph_11386"	"AACY020562322"	0.952240239130885
"327"	"ph_11844"	"AACY020562322"	0.955560550415351
"328"	"ph_1188"	"AACY020562322"	0.829786229353402
"329"	"ph_13708"	"AACY020562322"	0.952939164101701
"330"	"ph_15141"	"AACY020562322"	0.954321151096571
"331"	"ph_15150"	"AACY020562322"	0.95497896284106
"332"	"ph_15513"	"AACY020562322"	0.955979698469342
"333"	"ph_15759"	"AACY020562322"	0.889727629870853
"334"	"ph_16688"	"AACY020562322"	0.951399888928348
"335"	"ph_1703"	"AACY020562322"	0.88992426758114
"336"	"ph_1762"	"AACY020562322"	0.891800640762303
"337"	"ph_1774"	"AACY020562322"	0.957224776876571
"338"	"ph_18492"	"AACY020562322"	0.928724712643637
"339"	"ph_1855"	"AACY020562322"	0.944674729067011
"340"	"ph_1871"	"AACY020562322"	0.828476179749317
"341"	"ph_18855"	"AACY020562322"	0.908102691838291
"342"	"ph_193"	"AACY020562322"	0.846455097972753
"343"	"ph_1943"	"AACY020562322"	0.953837454179493
"344"	"ph_19612"	"AACY020562322"	0.940463385975956
"345"	"ph_1968"	"AACY020562322"	0.955649123950826
"346"	"ph_2017"	"AACY020562322"	0.929748744221979
"347"	"ph_2071"	"AACY020562322"	0.92842476430288
"348"	"ph_2143"	"AACY020562322"	0.954355363765738
"349"	"ph_2243"	"AACY020562322"	0.956317403915046
"350"	"ph_22655"	"AACY020562322"	0.946047683616801
"351"	"ph_2333"	"AACY020562322"	0.924721501191831
"352"	"ph_2360"	"AACY020562322"	0.952936960653228
"353"	"ph_2405"	"AACY020562322"	0.879298299640946
"354"	"ph_2418"	"AACY020562322"	0.990231082829987
"355"	"ph_2433"	"AACY020562322"	0.954136525066222
"356"	"ph_24577"	"AACY020562322"	0.887145726257264
"357"	"ph_2488"	"AACY020562322"	0.954015882383282
"358"	"ph_2757"	"AACY020562322"	0.954853332949451
"359"	"ph_2778"	"AACY020562322"	0.956577211880355
"360"	"ph_2844"	"AACY020562322"	0.955653027461373
"361"	"ph_2846"	"AACY020562322"	0.948788049395705
"362"	"ph_2850"	"AACY020562322"	0.949915574078628
"363"	"ph_2855"	"AACY020562322"	0.948238882259854
"364"	"ph_3024"	"AACY020562322"	0.953007956115712
"365"	"ph_3157"	"AACY020562322"	0.989574351880283
"366"	"ph_3183"	"AACY020562322"	0.956701145112914
"367"	"ph_3280"	"AACY020562322"	0.842577371053694
"368"	"ph_3287"	"AACY020562322"	0.911491825058788
"369"	"ph_3447"	"AACY020562322"	0.935988297155575
"370"	"ph_3504"	"AACY020562322"	0.953434331451353
"371"	"ph_36155"	"AACY020562322"	0.926758076389832
"372"	"ph_3621"	"AACY020562322"	0.958179923186253
"373"	"ph_3677"	"AACY020562322"	0.989116235986377
"374"	"ph_3681"	"AACY020562322"	0.98789413363216
"375"	"ph_3684"	"AACY020562322"	0.927534126162468
"376"	"ph_3817"	"AACY020562322"	0.956175793600187
"377"	"ph_3890"	"AACY020562322"	0.952147907695062
"378"	"ph_3914"	"AACY020562322"	0.955219943394916
"379"	"ph_424"	"AACY020562322"	0.807533084627287
"380"	"ph_4240"	"AACY020562322"	0.936978763860806
"381"	"ph_4327"	"AACY020562322"	0.952202665725156
"382"	"ph_4339"	"AACY020562322"	0.982452316555741
"383"	"ph_452"	"AACY020562322"	0.958141787321694
"384"	"ph_4530"	"AACY020562322"	0.947320467569652
"385"	"ph_4784"	"AACY020562322"	0.937812179784009
"386"	"ph_4805"	"AACY020562322"	0.971810386655832
"387"	"ph_4927"	"AACY020562322"	0.958150233120028
"388"	"ph_4929"	"AACY020562322"	0.952002202048633
"389"	"ph_5108"	"AACY020562322"	0.815832883614892
"390"	"ph_5249"	"AACY020562322"	0.956491425150294
"391"	"ph_5341"	"AACY020562322"	0.954198411115289
"392"	"ph_5346"	"AACY020562322"	0.941001897711127
"393"	"ph_5606"	"AACY020562322"	0.955456764121252
"394"	"ph_5609"	"AACY020562322"	0.939159976637119
"395"	"ph_5981"	"AACY020562322"	0.858492760437059
"396"	"ph_6235"	"AACY020562322"	0.95434058073399
"397"	"ph_6357"	"AACY020562322"	0.948032220387373
"398"	"ph_6384"	"AACY020562322"	0.928251247507036
"399"	"ph_6655"	"AACY020562322"	0.952463743038734
"400"	"ph_675"	"AACY020562322"	0.846876701515354
"401"	"ph_6780"	"AACY020562322"	0.828855042760878
"402"	"ph_6841"	"AACY020562322"	0.957267911098151
"403"	"ph_7134"	"AACY020562322"	0.951635743062032
"404"	"ph_7350"	"AACY020562322"	0.95280748942544
"405"	"ph_741"	"AACY020562322"	0.950753894751388
"406"	"ph_742"	"AACY020562322"	0.956064709134845
"407"	"ph_7878"	"AACY020562322"	0.957185647043834
"408"	"ph_8243"	"AACY020562322"	0.957248944381623
"409"	"ph_841"	"AACY020562322"	0.805721984533872
"410"	"ph_8462"	"AACY020562322"	0.953353662992759
"411"	"ph_8477"	"AACY020562322"	0.971007229427952
"412"	"ph_8869"	"AACY020562322"	0.952855858747751
"413"	"ph_8888"	"AACY020562322"	0.952052212385651
"414"	"ph_895"	"AACY020562322"	0.954617152202733
"415"	"ph_913"	"AACY020562322"	0.957064681915341
"416"	"ph_9606"	"AACY020562322"	0.955289156725287
"417"	"ph_966"	"AACY020562322"	0.917030075116168
"418"	"ph_9944"	"AACY020562322"	0.939868050866558
"419"	"ph_21467"	"AACY020564058"	0.848779713166892
"420"	"ph_22514"	"AACY020564058"	0.837765830702648
"421"	"ph_3999"	"AACY020564058"	0.822240302894681
"422"	"ph_121"	"AF098371"	0.830621816008115
"423"	"ph_134"	"AF098371"	0.820148925198728
"424"	"ph_155"	"AF098371"	0.828107284258333
"425"	"ph_157"	"AF098371"	0.819608321768765
"426"	"ph_164"	"AF098371"	0.821308007416067
"427"	"ph_171"	"AF098371"	0.840875265333343
"428"	"ph_176"	"AF098371"	0.839200317736323
"429"	"ph_189"	"AF098371"	0.82994829812691
"430"	"ph_197"	"AF098371"	0.831466184652593
"431"	"ph_20"	"AF098371"	0.830971014809746
"432"	"ph_218"	"AF098371"	0.827415917651144
"433"	"ph_236"	"AF098371"	0.826273047760367
"434"	"ph_239"	"AF098371"	0.824345182035014
"435"	"ph_335"	"AF098371"	0.862919393126511
"436"	"ph_357"	"AF098371"	0.86345055082531
"437"	"ph_362"	"AF098371"	0.818613914506963
"438"	"ph_363"	"AF098371"	0.858294247714086
"439"	"ph_374"	"AF098371"	0.823697701204245
"440"	"ph_387"	"AF098371"	0.842500768520686
"441"	"ph_397"	"AF098371"	0.863636729549232
"442"	"ph_428"	"AF098371"	0.829033984286321
"443"	"ph_449"	"AF098371"	0.825524941616068
"444"	"ph_51"	"AF098371"	0.825883205817125
"445"	"ph_53"	"AF098371"	0.824707737411222
"446"	"ph_531"	"AF098371"	0.817174566544228
"447"	"ph_601"	"AF098371"	0.825129836956723
"448"	"ph_608"	"AF098371"	0.815492957199739
"449"	"ph_64"	"AF098371"	0.814551505713064
"450"	"ph_68"	"AF098371"	0.828294756631346
"451"	"ph_72"	"AF098371"	0.826228204465664
"452"	"ph_74"	"AF098371"	0.823508713760742
"453"	"ph_89"	"AF098371"	0.829601583103579
"454"	"ph_93"	"AF098371"	0.824411641703228
"455"	"ph_11569"	"AJXC01007386"	0.917728641577209
"456"	"ph_1291"	"AJXC01007386"	0.821221523004914
"457"	"ph_1600"	"AJXC01007386"	0.83551949492133
"458"	"ph_2702"	"AJXC01007386"	0.807623395233253
"459"	"ph_5790"	"AJXC01007386"	0.809461173849647
"460"	"ph_5858"	"AJXC01007386"	0.806633191539781
"461"	"ph_5861"	"AJXC01007386"	0.874364648568722
"462"	"ph_7172"	"AJXC01007386"	0.872392679128347
"463"	"ph_7594"	"AJXC01007386"	0.869273082647312
"464"	"ph_7816"	"AJXC01007386"	0.843807418608124
"465"	"ph_784"	"AJXC01007386"	0.845113961929176
"466"	"ph_11145"	"AY534099"	0.933039197002451
"467"	"ph_11146"	"AY534099"	0.931988683219783
"468"	"ph_1142"	"AY534099"	0.932993444024177
"469"	"ph_1173"	"AY534099"	0.932114803087755
"470"	"ph_12212"	"AY534099"	0.93189207107724
"471"	"ph_12213"	"AY534099"	0.931927921026635
"472"	"ph_1230"	"AY534099"	0.932540110821834
"473"	"ph_1273"	"AY534099"	0.932920556915386
"474"	"ph_1274"	"AY534099"	0.932462345152344
"475"	"ph_1297"	"AY534099"	0.932849984121914
"476"	"ph_13591"	"AY534099"	0.931630675865564
"477"	"ph_1385"	"AY534099"	0.932665001291601
"478"	"ph_1412"	"AY534099"	0.840289144407724
"479"	"ph_1425"	"AY534099"	0.932965607517115
"480"	"ph_1471"	"AY534099"	0.932230875354691
"481"	"ph_1472"	"AY534099"	0.932564984896028
"482"	"ph_1473"	"AY534099"	0.932949198637546
"483"	"ph_14801"	"AY534099"	0.931304479974179
"484"	"ph_1505"	"AY534099"	0.93248182583008
"485"	"ph_1575"	"AY534099"	0.932541823519046
"486"	"ph_16274"	"AY534099"	0.931813393155458
"487"	"ph_1631"	"AY534099"	0.932840898424506
